compound	SampleID	PlCID	plateID	SampleName	SampleType	Ret.Time	Area	PeakStart	PeakEnd	STDID	minRT	maxRT	PeakQual	sampleID	DNA_Plate	concentration_mM	dilution	r2	slope	intercept	calc_conc	calc_conc_adj
acetate	P1-B07	p1_acetate	p1	GF2.PlateA	Unknown	15.672	20198	14.933	16.433	NA	15.657	15.689	OK	d24_4914	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.6913265772043	26.913265772043
acetate	P1-C04	p1_acetate	p1	GF2.PlateA	Unknown	15.686	26107	14.908	16.65	NA	15.657	15.689	OK	d22_5925	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.39800880843775	33.9800880843775
acetate	P4-G09	p4_acetate	p4	GF2.PlateA	Unknown	15.517	9735	14.817	16.758	NA	15.563	15.639	Reject	d36_2933	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	NA	NA
acetate	P4-C09	p4_acetate	p4	GF2.PlateA	Unknown	15.554	4054	14.933	16.367	NA	15.563	15.639	OK	d0_1800_1	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.760597529813406	7.60597529813406
acetate	P2-F03	p2_acetate	p2	GF2.PlateA	Unknown	15.659	52711	14.758	17.383	NA	15.625	15.702	OK	d4_2949	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	6.57969337092459	65.7969337092458
acetate	P3-G09	p3_acetate	p3	GF2.PlateA	Unknown	15.585	9456	14.85	16.95	NA	15.602	15.661	OK	d34_2949	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.40664549277213	14.0664549277213
acetate	P2-C07	p2_acetate	p2	GF2.PlateA	Unknown	15.672	24537	14.833	16.925	NA	15.625	15.702	OK	d25_3844	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.21024588695586	32.1024588695586
acetate	P1-F02	p1_acetate	p1	GF2.PlateA	Unknown	15.689	7254	14.992	16.333	NA	15.657	15.689	OK	d1_5957	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.14329902582746	11.4329902582746
acetate	P4-C10	p4_acetate	p4	GF2.PlateA	Unknown	15.569	11062	14.8	16.967	NA	15.563	15.639	OK	d0_1800_2	GF2.plateD	NA	0.05	0.999374094488909	0.000119594217504392	0.275762572050603	1.59871380608418	31.9742761216837
acetate	P4-A10	p4_acetate	p4	GF2.PlateA	Unknown	15.587	34973	14.775	17.217	NA	15.563	15.639	OK	d18_3776	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.45833114083169	44.5833114083169
acetate	P1-C06	p1_acetate	p1	GF2.PlateA	Unknown	15.682	42515	14.792	17.083	NA	15.657	15.689	OK	d24_5925	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.36031072924981	53.6031072924981
acetate	P2-A08	p2_acetate	p2	GF2.PlateA	Unknown	15.685	25239	14.825	17.108	NA	15.625	15.702	OK	d26_2988	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.29420102764394	32.9420102764394
acetate	P2-F12	p2_acetate	p2	GF2.PlateA	Unknown	15.653	14334	14.867	16.383	NA	15.625	15.702	OK	d41_3836	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.99002608575855	19.9002608575855
acetate	P3-E11	p3_acetate	p3	GF2.PlateA	Unknown	15.624	51492	14.717	17.342	NA	15.602	15.661	OK	cecal_d46_4837	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	6.43390801978673	64.3390801978673
acetate	P3-G12	p3_acetate	p3	GF2.PlateA	Unknown	15.616	57207	14.7	17.317	NA	15.602	15.661	OK	cecal_d46_5964	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	7.11738897282433	71.1738897282433
acetate	P4-E12	p4_acetate	p4	GF2.PlateA	Unknown	15.562	28922	14.775	17.017	NA	15.563	15.639	OK	d45_5978	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.73466653071262	37.3466653071262
acetate	P4-E05	p4_acetate	p4	GF2.PlateA	Unknown	15.567	26795	14.75	17.6	NA	15.563	15.639	OK	d45_3755	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.48028963008077	34.8028963008077
acetate	P4-G05	p4_acetate	p4	GF2.PlateA	Unknown	15.536	35218	14.658	17.95	NA	15.563	15.639	OK	d24_3755	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.48763172412026	44.8763172412026
acetate	P4-B09	p4_acetate	p4	GF2.PlateA	Unknown	15.576	18360	14.742	16.383	NA	15.563	15.639	OK	d18_1800_2	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.47151240543123	24.7151240543123
acetate	P1-A08	p1_acetate	p1	GF2.PlateA	Unknown	15.675	19674	14.833	16.375	NA	15.657	15.689	OK	d25_3827	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.628659207232	26.28659207232
acetate	P4-D02	p4_acetate	p4	GF2.PlateA	Unknown	15.574	14906	14.792	17.242	NA	15.563	15.639	OK	d11_1802_1	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.05843397817106	20.5843397817106
acetate	P3-C05	p3_acetate	p3	GF2.PlateA	Unknown	15.595	5712	14.867	16.358	NA	15.602	15.661	OK	d0_1803_2	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.958884742435688	9.58884742435688
acetate	P1-C09	p1_acetate	p1	GF2.PlateA	Unknown	15.677	34819	14.85	17.192	NA	15.657	15.689	OK	d29_5957	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.43991363133601	44.3991363133601
acetate	P2-G12	p2_acetate	p2	GF2.PlateA	Unknown	15.64	34137	14.742	17.175	NA	15.625	15.702	OK	cecal_d46_5957	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.35835037499802	43.5835037499802
acetate	P3-F02	p3_acetate	p3	GF2.PlateA	Unknown	15.625	44029	14.683	17.45	NA	15.602	15.661	OK	GF2_mjMb2B_input	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.54137637455146	55.4137637455146
acetate	P3-D02	p3_acetate	p3	GF2.PlateA	Unknown	15.603	9321	14.783	16.475	NA	15.602	15.661	OK	d1_1800_1	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.39050027340904	13.9050027340904
acetate	P4-F03	p4_acetate	p4	GF2.PlateA	Unknown	15.554	16605	14.733	17.208	NA	15.563	15.639	OK	d1_5942	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.26162455371102	22.6162455371102
acetate	P1-G11	p1_acetate	p1	GF2.PlateA	Unknown	15.678	8871	14.925	16.392	NA	15.657	15.689	OK	d38_5957	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.33668287553206	13.3668287553206
acetate	P4-B04	p4_acetate	p4	GF2.PlateA	Unknown	15.581	28082	14.65	17.292	NA	15.563	15.639	OK	d18_5942	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.63420738800893	36.3420738800893
acetate	P4-E08	p4_acetate	p4	GF2.PlateA	Unknown	15.563	6612	15	16.95	NA	15.563	15.639	OK	d26_3797	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.06651953818964	10.6651953818964
acetate	P4-E09	p4_acetate	p4	GF2.PlateA	Unknown	15.565	42432	14.767	17.975	NA	15.563	15.639	OK	d29_2949	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.35038440919694	53.5038440919694
acetate	P2-D02	p2_acetate	p2	GF2.PlateA	Unknown	15.659	8414	14.917	16.467	NA	15.625	15.702	OK	d1_2966	GF2.PlateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.28202831813255	12.8202831813255
acetate	P3-D04	p3_acetate	p3	GF2.PlateA	Unknown	15.621	45520	14.667	16.417	NA	15.602	15.661	OK	cecal_d21_1800_2	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.71969135285051	57.1969135285051
acetate	P2-B02	p2_acetate	p2	GF2.PlateA	Unknown	15.681	26980	14.842	16.533	NA	15.625	15.702	OK	GF2_hMb2B_input	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.50241456031909	35.0241456031909
acetate	P1-E05	p1_acetate	p1	GF2.PlateA	Unknown	15.68	32507	14.9	17.075	NA	15.657	15.689	OK	d22_2935	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.16341180046586	41.6341180046586
acetate	P2-B03	p2_acetate	p2	GF2.PlateA	Unknown	15.684	38447	14.867	16.958	NA	15.625	15.702	OK	d4_2904	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.87380145244194	48.7380145244194
acetate	P4-F07	p4_acetate	p4	GF2.PlateA	Unknown	15.554	7640	14.9	16.292	NA	15.563	15.639	OK	d26_2933	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.18946239378415	11.8946239378415
acetate	P3-F06	p3_acetate	p3	GF2.PlateA	Unknown	15.633	8337	14.883	16.358	NA	15.602	15.661	OK	d25_2949	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.27281956338472	12.7281956338472
acetate	P3-D06	p3_acetate	p3	GF2.PlateA	Unknown	15.621	16369	14.842	16.258	NA	15.602	15.661	OK	cecal_d21_1806_4	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.23340031837999	22.3340031837999
acetate	P4-B07	p4_acetate	p4	GF2.PlateA	Unknown	15.582	40100	14.583	16.3	NA	15.563	15.639	OK	d18_1800_1	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.0714906939767	50.714906939767
acetate	P3-D07	p3_acetate	p3	GF2.PlateA	Unknown	15.62	10421	14.925	16.25	NA	15.602	15.661	OK	d13_1802_1	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.52205391266387	15.2205391266387
acetate	P1-F11	p1_acetate	p1	GF2.PlateA	Unknown	15.679	212217	14.392	17.567	NA	15.657	15.689	OK	GF2_hFMT1B	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	25.6556886281801	256.556886281801
acetate	P2-D05	p2_acetate	p2	GF2.PlateA	Unknown	15.665	8310	14.967	16.442	NA	15.625	15.702	OK	d22_5978	GF2.PlateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.2695905195121	12.695905195121
acetate	P1-C07	p1_acetate	p1	GF2.PlateA	Unknown	15.679	13912	14.95	16.342	NA	15.657	15.689	OK	d25_5957	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.9395573259717	19.395573259717
acetate	P2-C09	p2_acetate	p2	GF2.PlateA	Unknown	15.676	2424	15.2	16.317	NA	15.625	15.702	OK	d34_5957	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.565658955281248	5.65658955281248
acetate	P2-E10	p2_acetate	p2	GF2.PlateA	Unknown	15.664	3568	15.108	16.367	NA	15.625	15.702	OK	d36_2956	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.702474740106272	7.02474740106272
acetate	P4-C05	p4_acetate	p4	GF2.PlateA	Unknown	15.555	6790	14.85	16.442	NA	15.563	15.639	OK	d1_1806_3	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.08780730890542	10.8780730890542
acetate	P2-B06	p2_acetate	p2	GF2.PlateA	Unknown	15.673	23465	14.742	17.167	NA	15.625	15.702	OK	d24_3830	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.08204088579115	30.8204088579115
acetate	P1-G01	p1_acetate	p1	GF2.PlateA	Unknown	15.667	5907	14.967	16.467	NA	15.657	15.689	OK	d1_3755	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.982205614849044	9.82205614849044
acetate	P1-G09	p1_acetate	p1	GF2.PlateA	Unknown	15.678	29379	14.775	16.575	NA	15.657	15.689	OK	d29_5964	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.78932108811212	37.8932108811212
acetate	P4-H03	p4_acetate	p4	GF2.PlateA	Unknown	15.523	26516	14.683	17.992	NA	15.563	15.639	Reject	d22_2933	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	NA	NA
acetate	P2-H08	p2_acetate	p2	GF2.PlateA	Unknown	15.633	49186	14.583	17.508	NA	15.625	15.702	OK	d29_2966	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	6.15812375422161	61.5812375422161
acetate	P3-F10	p3_acetate	p3	GF2.PlateA	Unknown	15.637	31490	14.817	16.433	NA	15.602	15.661	OK	d45_4837	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.04178448126389	40.4178448126389
acetate	P3-H10	p3_acetate	p3	GF2.PlateA	Unknown	15.616	51966	14.533	18.033	NA	15.602	15.661	OK	d45_3830	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	6.49059567888381	64.9059567888381
acetate	P2-F09	p2_acetate	p2	GF2.PlateA	Unknown	15.661	2624	15.208	16.283	NA	15.625	15.702	OK	d34_4837	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.589577798782127	5.89577798782127
acetate	P1-F07	p1_acetate	p1	GF2.PlateA	Unknown	15.684	17148	14.85	16.342	NA	15.657	15.689	OK	d25_4837	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.32656421381591	23.2656421381591
acetate	P1-D06	p1_acetate	p1	GF2.PlateA	Unknown	15.68	42927	14.85	17.142	NA	15.657	15.689	OK	d24_5942	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.40958354686162	54.0958354686162
acetate	P4-D11	p4_acetate	p4	GF2.PlateA	Unknown	15.569	17802	14.817	17.208	NA	15.563	15.639	OK	dn11_1800_1	GF2.notExtracted	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.40477883206378	24.0477883206378
acetate	P2-D09	p2_acetate	p2	GF2.PlateA	Unknown	15.678	1748	15.292	16.25	NA	15.625	15.702	OK	d34_5969	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.48481326424828	4.84813264248279
acetate	P3-B11	p3_acetate	p3	GF2.PlateA	Unknown	15.645	27495	14.883	16.992	NA	15.602	15.661	OK	d18_2904	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.56400558233385	35.6400558233385
acetate	P2-B09	p2_acetate	p2	GF2.PlateA	Unknown	15.67	44250	14.692	17.233	NA	15.625	15.702	OK	d29_3844	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.56780669661993	55.6780669661993
acetate	P2-F10	p2_acetate	p2	GF2.PlateA	Unknown	15.653	2914	15.117	16.217	NA	15.625	15.702	OK	d36_3765	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.6242601218584	6.242601218584
acetate	P1-D07	p1_acetate	p1	GF2.PlateA	Unknown	15.682	14657	14.975	16.35	NA	15.657	15.689	OK	d25_5969	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.02865501801247	20.2865501801247
acetate	P4-G01	p4_acetate	p4	GF2.PlateA	Unknown	15.536	19887	14.792	17.975	NA	15.563	15.639	OK	d1_3739	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.65413277556044	26.5413277556044
acetate	P2-H10	p2_acetate	p2	GF2.PlateA	Unknown	15.632	41906	14.817	17.083	NA	15.625	15.702	OK	GF2_hFMT2B	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.28747785078964	52.8747785078964
acetate	P1-B08	p1_acetate	p1	GF2.PlateA	Unknown	15.67	18025	14.842	16.917	NA	15.657	15.689	OK	d25_3830	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.43144834256726	24.3144834256726
acetate	P1-A04	p1_acetate	p1	GF2.PlateA	Unknown	15.672	20978	14.867	16.342	NA	15.657	15.689	OK	d38_5969	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.78461006685773	27.8461006685773
acetate	P4-H07	p4_acetate	p4	GF2.PlateA	Unknown	15.529	2000	14.975	16.342	NA	15.563	15.639	OK	d34_3776	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.514951007059386	5.14951007059386
acetate	P3-E01	p3_acetate	p3	GF2.PlateA	Unknown	15.303	2644	14.892	16.258	NA	15.602	15.661	Reject	d0_3776	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	NA	NA
acetate	P1-F10	p1_acetate	p1	GF2.PlateA	Unknown	15.687	2618	15.2	16.325	NA	15.657	15.689	OK	d34_3844	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.5888602334771	5.888602334771
acetate	P3-C02	p3_acetate	p3	GF2.PlateA	Unknown	15.626	23510	14.842	17.3	NA	15.602	15.661	OK	dn11_1802_2	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.08742262557885	30.8742262557885
acetate	P3-A02	p3_acetate	p3	GF2.PlateA	Unknown	15.634	15341	14.9	16.475	NA	15.602	15.661	OK	dn11_1802_3	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.11045746278547	21.1045746278547
acetate	P4-A03	p4_acetate	p4	GF2.PlateA	Unknown	15.359	3625	14.833	16.408	NA	15.563	15.639	Reject	d0_1806_3	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	NA	NA
acetate	P4-E03	p4_acetate	p4	GF2.PlateA	Unknown	15.572	56513	14.692	17.483	NA	15.563	15.639	OK	d4_3797	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	7.03439058587628	70.3439058587628
acetate	P2-C08	p2_acetate	p2	GF2.PlateA	Unknown	15.674	17906	14.775	17.208	NA	15.625	15.702	OK	d26_3844	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.41721663068424	24.1721663068424
acetate	P2-B04	p2_acetate	p2	GF2.PlateA	Unknown	15.683	50733	14.808	17.233	NA	15.625	15.702	OK	cecal_d25_3739	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	6.3431360087009	63.431360087009
acetate	P1-D02	p1_acetate	p1	GF2.PlateA	Unknown	15.672	6733	14.925	16.342	NA	15.657	15.689	OK	d1_2933	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.08099043850767	10.8099043850767
acetate	P4-G04	p4_acetate	p4	GF2.PlateA	Unknown	15.548	37458	14.675	17.158	NA	15.563	15.639	OK	d18_5969	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.7555227713301	47.555227713301
acetate	P1-H04	p1_acetate	p1	GF2.PlateA	Unknown	15.681	22093	14.858	16.992	NA	15.657	15.689	OK	d21_5942	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.91795761937513	29.1795761937513
acetate	P3-B07	p3_acetate	p3	GF2.PlateA	Unknown	15.646	88990	14.55	17.442	NA	15.602	15.661	OK	d4_1800_2	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	10.9184519877664	109.184519877664
acetate	P1-F12	p1_acetate	p1	GF2.PlateA	Unknown	15.668	18894	14.992	16.392	NA	15.657	15.689	OK	d41_5969	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.53537571757858	25.3537571757858
acetate	P4-A04	p4_acetate	p4	GF2.PlateA	Unknown	15.393	2701	14.95	16.358	NA	15.563	15.639	Reject	d0_1806_4	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	NA	NA
acetate	P1-D04	p1_acetate	p1	GF2.PlateA	Unknown	15.677	21361	14.908	16.35	NA	15.657	15.689	OK	cecal_d46_3765	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.83041465216191	28.3041465216191
acetate	P2-C02	p2_acetate	p2	GF2.PlateA	Unknown	15.66	12666	14.892	16.417	NA	15.625	15.702	OK	d1_3830	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.79054293096123	17.9054293096123
acetate	P2-C10	p2_acetate	p2	GF2.PlateA	Unknown	15.644	4047	14.975	16.317	NA	15.625	15.702	OK	d36_3830	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	0.759760370290876	7.59760370290876
acetate	P2-B07	p2_acetate	p2	GF2.PlateA	Unknown	15.68	20304	14.883	16.983	NA	15.625	15.702	OK	d25_3765	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.70400356425977	27.0400356425977
acetate	P1-C01	p1_acetate	p1	GF2.PlateA	Unknown	15.34	1725	14.967	16.092	NA	15.657	15.689	Reject	d0_2935	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	NA	NA
acetate	P2-G03	p2_acetate	p2	GF2.PlateA	Unknown	15.654	50302	14.758	18.167	NA	15.625	15.702	OK	cecal_d46_3755	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	6.29159090095651	62.9159090095651
acetate	P2-E03	p2_acetate	p2	GF2.PlateA	Unknown	15.666	60867	14.775	17.375	NA	15.625	15.702	OK	d4_3755	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	7.5551038088904	75.551038088904
acetate	P4-A06	p4_acetate	p4	GF2.PlateA	Unknown	15.598	26304	14.792	17.192	NA	15.563	15.639	OK	d18_2935	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.42156886928612	34.2156886928612
acetate	P3-E06	p3_acetate	p3	GF2.PlateA	Unknown	15.62	10893	14.9	16.325	NA	15.602	15.661	OK	d25_3836	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.57850238332594	15.7850238332594
acetate	P2-E04	p2_acetate	p2	GF2.PlateA	Unknown	15.66	68481	14.683	17.542	NA	15.625	15.702	OK	cecal_d46_2949	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	8.46569418096884	84.6569418096884
acetate	P4-A07	p4_acetate	p4	GF2.PlateA	Unknown	15.592	24587	14.85	17.283	NA	15.563	15.639	OK	d18_2966	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	3.21622559783108	32.1622559783108
acetate	P2-G05	p2_acetate	p2	GF2.PlateA	Unknown	15.654	21779	14.825	17.142	NA	15.625	15.702	OK	d24_5964	GF2.PlateB	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.88040503507875	28.8040503507875
acetate	P3-C06	p3_acetate	p3	GF2.PlateA	Unknown	15.628	32806	14.742	17.358	NA	15.602	15.661	OK	d18_3830	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.19917047149967	41.9917047149967
acetate	P3-A06	p3_acetate	p3	GF2.PlateA	Unknown	15.639	37134	14.942	17.008	NA	15.602	15.661	OK	dn7_1800_1	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.71677424485868	47.1677424485868
acetate	P4-A08	p4_acetate	p4	GF2.PlateA	Unknown	15.592	41287	14.683	17.225	NA	15.563	15.639	OK	d18_5978	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	5.21344903015442	52.1344903015442
acetate	P3-A07	p3_acetate	p3	GF2.PlateA	Unknown	15.634	38336	14.667	17.367	NA	15.602	15.661	OK	dn7_1800_3	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.86052649429896	48.6052649429896
acetate	P3-G08	p3_acetate	p3	GF2.PlateA	Unknown	15.622	35465	14.767	17.275	NA	15.602	15.661	OK	d29_3797	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	4.51717149584385	45.1717149584385
acetate	P3-E08	p3_acetate	p3	GF2.PlateA	Unknown	15.601	17136	14.792	18.15	NA	15.602	15.661	OK	d34_3797	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.32512908320586	23.2512908320586
acetate	P3-A08	p3_acetate	p3	GF2.PlateA	Unknown	15.633	7127	15	16.192	NA	15.602	15.661	OK	d13_1800_3	GF2.plateD	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.1281105602044	11.281105602044
acetate	P3-F05	p3_acetate	p3	GF2.PlateA	Unknown	15.628	13583	14.925	16.808	NA	15.602	15.661	OK	d24_2904	GF2.PlateC	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	1.90021082841275	19.0021082841275
acetate	P1-G05	p1_acetate	p1	GF2.PlateA	Unknown	15.672	14812	14.867	16.758	NA	15.657	15.689	OK	d22_2956	GF2.PlateA	NA	0.1	0.999374094488909	0.000119594217504392	0.275762572050603	2.04719212172565	20.4719212172565
