compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
lactate	2017-10-05_085.lcd	HPLC_HF5.PlateA	HF5.PlateA-F05	Unknown	-----	12.966	49874	2643	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.65	13.367	10924.813	13.73	72832.09	--	--	1.214	0.959	1.107	1.7217	1.1998	0.496	0	0.585	0.287	0.827	*
lactate	2017-10-05_086.lcd	HPLC_HF5.PlateA	HF5.PlateA-F06	Unknown	-----	12.968	31035	1683	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.642	13.433	11195.531	13.398	74636.871	--	--	1.237	1.712	1.081	0.9812	0.744	0.49	0	0.545	0.284	0.827	*
lactate	2017-10-05_087.lcd	HPLC_HF5.PlateA	HF5.PlateA-F07	Unknown	-----	12.974	13495	772	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.667	13.383	11896.469	12.609	79309.793	1.112	1.106	1.347	1.323	1.091	0.4409	0.3569	0.476	0.56	0.499	0.277	0.827	*
lactate	2017-10-05_088.lcd	HPLC_HF5.PlateA	HF5.PlateA-F08	Unknown	-----	12.972	2133	127	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.7	13.308	12752.504	11.762	85016.69	--	--	1.305	1.08	1.1	0.0848	0.0606	0.459	0	0.485	0.269	0.827	*
lactate	2017-10-05_089.lcd	HPLC_HF5.PlateA	HF5.PlateA-F09	Unknown	-----	12.969	23216	1287	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.65	13.392	11419.153	13.136	76127.689	1.038	1.065	1.266	0.961	1.107	0.7246	0.5783	0.485	0.604	0.522	0.282	0.827	*
lactate	2017-10-05_090.lcd	HPLC_HF5.PlateA	HF5.PlateA-F10	Unknown	-----	12.978	17765	944	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.75	13.408	10032.182	14.952	66881.215	--	--	1.177	1.285	1.09	0.6505	0.439	0.518	0	0	0.298	0.827	*
lactate	2017-10-05_091.lcd	HPLC_HF5.PlateA	HF5.PlateA-F11	Unknown	-----	12.972	7545	420	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.733	13.367	11049.171	13.576	73661.138	--	--	1.213	1.021	1.103	2.7657	2.9222	0.494	0	0	0.285	0.827	*
lactate	2017-10-05_092.lcd	HPLC_HF5.PlateA	HF5.PlateA-F12	Unknown	-----	12.967	3037	175	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.767	13.317	10587.53	14.168	70583.53	--	--	1.163	1.322	1.087	0.1157	0.0835	0.504	0	0	0.294	0.826	*
lactate	2017-10-05_093.lcd	HPLC_HF5.PlateA	HF5.PlateA-G01	Unknown	-----	12.958	1915	115	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.808	13.292	8001.878	18.746	53345.854	--	--	1.053	1.329	1.086	0.0657	0.0519	0.579	0	0	0	0.826	*
lactate	2017-10-05_094.lcd	HPLC_HF5.PlateA	HF5.PlateA-G02	Unknown	-----	12.968	2871	168	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.758	13.325	11756.742	12.759	78378.281	--	--	1.216	1.015	1.101	0.2933	0.4599	0.478	0	0	0.28	0.826	*
lactate	2017-10-05_095.lcd	HPLC_HF5.PlateA	HF5.PlateA-G03	Unknown	-----	12.977	5040	263	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.758	13.383	9242.855	16.229	61619.036	--	--	1.125	1.311	1.088	0.1856	0.1236	0.54	0	0	0.31	0.827	*
lactate	2017-10-05_096.lcd	HPLC_HF5.PlateA	HF5.PlateA-G04	Unknown	-----	12.976	7704	390	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.767	13.342	8293.677	18.086	55291.179	--	--	1.097	1.09	1.096	0.2863	0.1813	0.57	0	0	0.332	0.827	*
lactate	2017-10-05_097.lcd	HPLC_HF5.PlateA	HF5.PlateA-G05	Unknown	-----	12.987	748	42	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.742	13.35	11962.711	12.539	79751.408	--	--	1.267	1.301	1.098	0.0201	0.0182	0.475	0	0	0.282	0.843	*
lactate	2017-10-05_098.lcd	HPLC_HF5.PlateA	HF5.PlateA-G06	Unknown	-----	13.034	361	16	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.808	13.308	1026.343	146.15	6842.284	--	--	0.639	1.311	1.103	0.01	0.007	1.627	0	0	0	0.846	*
lactate	2017-10-05_099.lcd	HPLC_HF5.PlateA	HF5.PlateA-G07	Unknown	-----	13.021	544	28	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.783	13.325	8528.197	17.589	56854.646	--	--	1.211	1.69	1.091	0.0155	0.0126	0.564	0	0	0.327	0.845	*
lactate	2017-10-05_100.lcd	HPLC_HF5.PlateA	HF5.PlateA-G08	Unknown	-----	12.979	20136	1032	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.617	13.417	10265.035	14.613	68433.564	1.1	1.106	1.104	1.712	1.081	0.5638	0.4619	0.512	0.713	0.579	0.296	0.842	*
lactate	2017-10-05_101.lcd	HPLC_HF5.PlateA	HF5.PlateA-G09	Unknown	-----	13.021	238	15	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.817	13.292	14160.103	10.593	94400.685	1.137	1.109	1.355	1.31	1.102	0.0067	0.0069	0.438	0.443	0.417	0.268	0.845	*
lactate	2017-10-05_102.lcd	HPLC_HF5.PlateA	HF5.PlateA-G10	Unknown	-----	12.975	72788	3583	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	SV 	12.5	14.042	10160.917	14.762	67739.445	1.086	1.093	0.537	1.706	1.078	2.1575	1.6027	0.515	0.708	0.587	0.297	0.841	*
lactate	2017-10-05_103.lcd	HPLC_HF5.PlateA	HF5.PlateA-G11	Unknown	-----	12.969	5141	286	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.725	13.375	11222.612	13.366	74817.416	--	--	1.203	1.018	1.101	0.6174	0.9277	0.49	0	0	0.285	0.827	*
lactate	2017-10-05_104.lcd	HPLC_HF5.PlateA	HF5.PlateA-G12	Unknown	-----	12.966	16229	842	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.417	10005.735	14.991	66704.903	--	--	1.161	1.278	1.089	6.3691	6.3537	0.518	0	0	0.298	0.826	*
lactate	2017-10-05_105.lcd	HPLC_HF5.PlateA	HF5.PlateA-H01	Unknown	-----	12.975	1677	94	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.775	13.325	9657.654	15.532	64384.357	--	--	1.011	1.09	1.093	0.0608	0.0435	0.528	0	0	0.307	0.827	*
lactate	2017-10-05_106.lcd	HPLC_HF5.PlateA	HF5.PlateA-H02	Unknown	-----	12.967	8794	499	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.775	13.325	10330.387	14.52	68869.249	--	--	1.168	1.004	1.103	1.6698	1.7379	0.51	0	0	0.295	0.827	*
lactate	2017-10-05_107.lcd	HPLC_HF5.PlateA	HF5.PlateA-H03	Unknown	-----	12.97	34880	1733	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	SV 	12.633	13.925	9989.727	15.015	66598.183	--	--	1.135	1.027	1.102	14.4628	13.125	0.519	0	0.604	0.3	0.827	*
lactate	2017-10-05_108.lcd	HPLC_HF5.PlateA	HF5.PlateA-H04	Unknown	-----	12.965	26819	1394	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.675	13.45	10270.953	14.604	68473.02	--	--	1.17	1.709	1.079	3.2941	4.1814	0.512	0	0	0.295	0.827	*
lactate	2017-10-05_109.lcd	HPLC_HF5.PlateA	HF5.PlateA-H05	Unknown	-----	12.965	51728	2630	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.608	13.45	10263.342	14.615	68422.283	--	--	1.12	1.706	1.08	7.1579	8.8221	0.512	0	0.603	0.296	0.827	*
lactate	2017-10-05_110.lcd	HPLC_HF5.PlateA	HF5.PlateA-H06	Unknown	-----	12.965	11988	619	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.725	13.375	9754.429	15.378	65029.528	--	--	1.151	1.251	1.091	4.1088	3.9592	0.525	0	0	0.302	0.827	*
lactate	2017-10-05_111.lcd	HPLC_HF5.PlateA	HF5.PlateA-H07	Unknown	-----	12.969	1583	94	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.758	13.308	12223.379	12.272	81489.194	--	--	1.215	1.022	1.102	0.2222	0.3546	0.469	0	0	0.275	0.827	*
lactate	2017-10-05_112.lcd	HPLC_HF5.PlateA	HF5.PlateA-H08	Unknown	-----	12.957	2743	157	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.742	13.317	10996.536	13.641	73310.239	--	--	1.168	1.016	1.1	0.3528	0.5145	0.494	0	0	0.286	0.826	*
lactate	2017-10-05_113.lcd	HPLC_HF5.PlateA	HF5.PlateA-H09	Unknown	-----	12.95	965	58	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.8	13.283	8892.915	16.867	59286.101	--	--	1.104	1.007	1.099	0.3295	0.3488	0.549	0	0	0	0.826	*
lactate	2017-10-05_114.lcd	HPLC_HF5.PlateA	HF5.PlateA-H10	Unknown	-----	12.951	1066	62	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.792	13.275	9561.82	15.687	63745.467	--	--	1.113	1.007	1.099	0.5148	0.5323	0.53	0	0	0	0.826	*
lactate	2017-10-05_115.lcd	HPLC_HF5.PlateA	HF5.PlateA-H11	Unknown	-----	12.947	1051	66	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.8	13.258	8508.543	17.629	56723.618	--	--	1.061	1.269	1.087	0.0389	0.0311	0.561	0	0	0	0.826	*
lactate	2017-10-05_116.lcd	HPLC_HF5.PlateA	HF5.PlateA-H12	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
lactate	2017-10-05_117.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
lactate	2017-10-05_118.lcd	40 mM Mix	STD-0111	Unknown	-----	12.973	713739	34724	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.783	9315.954	16.101	62106.359	--	--	1.16	1.029	1.104	3.6682	4.2588	0.538	0	0	0.308	0.827	*
lactate	2017-10-05_119.lcd	20 mM Mix	STD-0112	Unknown	-----	12.974	350778	17256	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.783	9475.896	15.83	63172.639	--	--	1.157	1.027	1.103	3.6819	4.2627	0.533	0	0	0.306	0.827	*
lactate	2017-10-05_120.lcd	10 mM Mix	STD-0113	Unknown	-----	12.972	182719	9009	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.792	9492.576	15.802	63283.838	--	--	1.153	1.029	1.103	3.7551	4.305	0.533	0	0	0.306	0.827	*
lactate	2017-10-05_121.lcd	5 mM Mix	STD-0114	Unknown	-----	12.973	88318	4347	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.775	9458.436	15.859	63056.239	--	--	1.148	1.035	1.102	3.6993	4.2378	0.534	0	0	0.307	0.827	*
lactate	2017-10-05_122.lcd	2.5 mM Mix	STD-0115	Unknown	-----	12.972	43461	2165	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.708	9530.819	15.738	63538.793	--	--	1.15	0.839	1.115	3.6029	4.196	0.532	0	0	0.306	0.827	*
lactate	2017-10-05_123.lcd	1 mM Mix	STD-0116	Unknown	-----	12.973	17995	902	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.6	9627.102	15.581	64180.678	--	--	1.156	0.839	1.115	3.7094	4.2012	0.529	0	0	0.304	0.827	*
lactate	2017-10-05_124.lcd	0.5 mM Mix	STD-0117	Unknown	-----	12.974	8496	429	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.558	9688.698	15.482	64591.317	--	--	1.163	0.839	1.115	3.6227	4.0723	0.527	0	0	0.303	0.827	*
lactate	2017-10-05_125.lcd	0.25 mM Mix	STD-0118	Unknown	-----	12.977	4323	220	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.717	13.55	9675.332	15.503	64502.21	--	--	1.165	0.839	1.116	3.3145	3.7255	0.528	0	0	0.302	0.827	*
lactate	2017-10-05_126.lcd	0.1 mM Mix	STD-0119	Unknown	-----	12.983	1676	85	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.708	13.442	9941.54	15.088	66276.936	--	--	1.193	0.84	1.118	2.6904	2.8681	0.521	0	0	0.304	0.828	*
propionate	2017-10-05_000.lcd	No injection	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_001.lcd	40 mM Mix	STD-0111	Unknown	-----	18.511	470791	19087	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	17.525	19.167	14121.614	10.622	94144.096	0.962	1.001	1.507	1.927	1.109	2.4068	2.2197	0.623	0.913	0.742	0.361	1.18	*
propionate	2017-10-05_002.lcd	20 mM Mix	STD-0112	Unknown	-----	18.529	219391	8934	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	17.517	19.1	14171.725	10.584	94478.166	0.967	1.001	2.221	1.906	1.111	2.2861	2.1154	0.623	0.912	0.736	0.361	1.181	*
propionate	2017-10-05_003.lcd	10 mM Mix	STD-0113	Unknown	-----	18.535	98419	4133	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	17.617	19.075	14847.796	10.103	98985.304	1.002	1.033	4.998	1.915	1.305	2.0588	1.9364	0.608	0.871	0.702	0.353	1.181	*
propionate	2017-10-05_004.lcd	5 mM Mix	STD-0114	Unknown	-----	18.538	50148	2137	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	17.667	19.042	15202.472	9.867	101349.812	1.055	1.055	5.038	1.923	1.304	2.0454	1.9553	0.601	0.876	0.689	0.349	1.181	*
propionate	2017-10-05_005.lcd	2.5 mM Mix	STD-0115	Unknown	-----	18.546	20973	980	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.158	19.008	17059.527	8.793	113730.182	--	--	5.218	1.629	1.33	1.7384	1.8116	0.568	0	0.626	0.332	1.182	*
propionate	2017-10-05_006.lcd	1 mM Mix	STD-0116	Unknown	-----	18.553	6848	361	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.275	18.933	20228.933	7.415	134859.555	1.172	1.162	5.42	1.63	1.331	1.3418	1.5695	0.522	0.574	0.524	0.307	1.182	*
propionate	2017-10-05_007.lcd	0.5 mM Mix	STD-0117	Unknown	-----	18.559	3576	194	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.3	18.9	21419.978	7.003	142799.851	1.195	1.194	5.56	1.632	1.332	1.4916	1.7245	0.507	0.539	0.499	0.3	1.183	*
propionate	2017-10-05_008.lcd	0.25 mM Mix	STD-0118	Unknown	-----	18.568	2503	140	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.317	18.883	22727.704	6.6	151518.03	1.186	1.191	5.658	1.632	1.332	1.8435	2.2111	0.493	0.51	0.477	0.293	1.183	*
propionate	2017-10-05_009.lcd	0.1 mM Mix	STD-0119	Unknown	-----	18.583	1229	70	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.342	18.85	25305.37	5.928	168702.465	1.106	1.118	5.808	1.634	1.333	1.8791	2.2911	0.467	0.465	0.44	0.286	1.184	*
propionate	2017-10-05_010.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_011.lcd	HPLC_HF5.PlateA	HF5.PlateA-A01	Unknown	-----	18.574	402	36	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.442	18.808	52272.433	2.87	348482.89	1.284	1.249	1.07	2.266	1.033	0.0125	0.0153	0.325	0.329	0.307	0.2	1.184	*
propionate	2017-10-05_012.lcd	HPLC_HF5.PlateA	HF5.PlateA-A02	Unknown	-----	18.572	291	26	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.383	18.808	51051.303	2.938	340342.02	1.27	1.248	3.73	2.271	1.175	0.0096	0.0115	0.329	0.336	0.313	0.198	1.184	*
propionate	2017-10-05_013.lcd	HPLC_HF5.PlateA	HF5.PlateA-A03	Unknown	-----	18.606	1101	63	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.375	18.867	24808.667	6.046	165391.111	1.105	1.119	3.327	2.854	1.163	0.0324	0.0269	0.473	0.457	0.435	0.289	1.188	*
propionate	2017-10-05_014.lcd	HPLC_HF5.PlateA	HF5.PlateA-A04	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_015.lcd	HPLC_HF5.PlateA	HF5.PlateA-A05	Unknown	-----	18.58	885	50	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.392	18.875	24536.586	6.113	163577.241	1.291	1.292	3.544	2.898	1.17	0.0262	0.0217	0.474	0.463	0.443	0.292	1.185	*
propionate	2017-10-05_016.lcd	HPLC_HF5.PlateA	HF5.PlateA-A06	Unknown	-----	18.616	979	52	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.392	18.933	22121.314	6.781	147475.427	1.229	1.238	3.598	2.899	1.174	0.0284	0.0227	0.501	0.503	0.474	0.306	1.188	*
propionate	2017-10-05_017.lcd	HPLC_HF5.PlateA	HF5.PlateA-A07	Unknown	-----	18.548	1250	103	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.4	18.717	50938.137	2.945	339587.582	1.07	1.072	3.758	1.799	1.186	0.0426	0.0453	0.329	0.306	0.295	0.205	1.182	*
propionate	2017-10-05_018.lcd	HPLC_HF5.PlateA	HF5.PlateA-A08	Unknown	-----	18.556	6643	343	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.275	18.925	19632.538	7.64	130883.587	1.177	1.172	2.992	2.327	1.169	0.2119	0.1518	0.53	0.579	0.533	0.314	1.183	*
propionate	2017-10-05_019.lcd	HPLC_HF5.PlateA	HF5.PlateA-A09	Unknown	-----	18.571	2902	167	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.325	18.85	24265.085	6.182	161767.234	1.139	1.153	3.333	1.807	1.187	0.1065	0.0774	0.477	0.475	0.449	0.287	1.184	*
propionate	2017-10-05_020.lcd	HPLC_HF5.PlateA	HF5.PlateA-A10	Unknown	-----	18.555	6837	361	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.3	18.917	20273.768	7.399	135158.454	1.198	1.187	3.013	1.805	1.188	0.2236	0.1628	0.521	0.56	0.518	0.309	1.183	*
propionate	2017-10-05_021.lcd	HPLC_HF5.PlateA	HF5.PlateA-A11	Unknown	-----	18.593	1594	95	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.35	18.842	26171.413	5.731	174476.089	1.058	1.073	5.647	2.87	1.268	0.0468	0.0402	0.46	0.451	0.427	0.278	1.186	*
propionate	2017-10-05_022.lcd	HPLC_HF5.PlateA	HF5.PlateA-A12	Unknown	-----	18.637	1294	70	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.45	18.983	22999.85	6.522	153332.335	1.374	1.344	4.075	2.298	1.189	0.0532	0.0345	0.492	0.496	0.467	0.302	1.189	*
propionate	2017-10-05_023.lcd	HPLC_HF5.PlateA	HF5.PlateA-B01	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_024.lcd	HPLC_HF5.PlateA	HF5.PlateA-B02	Unknown	-----	18.589	1745	101	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.342	18.85	25508.62	5.88	170057.469	1.087	1.105	5.746	2.35	1.286	0.0546	0.044	0.466	0.464	0.44	0.285	1.185	*
propionate	2017-10-05_025.lcd	HPLC_HF5.PlateA	HF5.PlateA-B03	Unknown	-----	18.554	10321	487	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.975	17541.762	8.551	116945.08	--	--	1.09	2.246	1.039	0.4097	0.2318	0.56	0	0	0.329	1.183	*
propionate	2017-10-05_026.lcd	HPLC_HF5.PlateA	HF5.PlateA-B04	Unknown	-----	18.554	16980	742	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.217	19	15410.865	9.733	102739.097	--	--	2.847	2.281	1.17	0.6062	0.3462	0.598	0	0	0.35	1.182	*
propionate	2017-10-05_027.lcd	HPLC_HF5.PlateA	HF5.PlateA-B05	Unknown	-----	18.548	8265	434	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.9	20159.489	7.441	134396.595	1.135	1.137	1.008	2.259	1.041	0.3011	0.1985	0.523	0.568	0.522	0.31	1.182	*
propionate	2017-10-05_028.lcd	HPLC_HF5.PlateA	HF5.PlateA-B06	Unknown	-----	18.599	3144	152	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.342	18.967	17706.75	8.471	118045.003	1.275	1.28	5.251	2.349	1.288	0.1022	0.0667	0.559	0.568	0.535	0.337	1.186	*
propionate	2017-10-05_029.lcd	HPLC_HF5.PlateA	HF5.PlateA-B07	Unknown	-----	18.684	2344	115	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.408	19.017	17142.225	8.75	114281.498	1.145	1.149	3.245	2.302	1.185	0.0783	0.0514	0.571	0.559	0.529	0.336	1.191	*
propionate	2017-10-05_030.lcd	HPLC_HF5.PlateA	HF5.PlateA-B08	Unknown	-----	18.571	1879	106	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.325	18.85	23366.223	6.42	155774.819	1.128	1.141	5.577	1.805	1.317	0.0578	0.0465	0.486	0.48	0.455	0.296	1.183	*
propionate	2017-10-05_031.lcd	HPLC_HF5.PlateA	HF5.PlateA-B09	Unknown	-----	18.562	14408	620	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.983	14712.573	10.195	98083.82	--	--	2.837	1.968	1.18	0.5846	0.2928	0.612	0	0	0.358	1.183	*
propionate	2017-10-05_032.lcd	HPLC_HF5.PlateA	HF5.PlateA-B10	Unknown	-----	18.875	6	3	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.842	18.883	--	--	0	--	--	--	2.926	1.293	0.0002	0.0015	0	0	0	0	1.203	*
propionate	2017-10-05_033.lcd	HPLC_HF5.PlateA	HF5.PlateA-B11	Unknown	-----	18.558	9860	484	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.25	19	17987.6	8.339	119917.335	1.221	1.201	2.961	2.298	1.169	0.3444	0.2266	0.553	0.63	0.57	0.326	1.182	*
propionate	2017-10-05_034.lcd	HPLC_HF5.PlateA	HF5.PlateA-B12	Unknown	-----	18.572	5257	234	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.292	18.958	15313.327	9.795	102088.849	--	--	0.948	1.807	1.044	0.188	0.1091	0.6	0	0	0.353	1.184	*
propionate	2017-10-05_035.lcd	HPLC_HF5.PlateA	HF5.PlateA-C01	Unknown	-----	18.561	10400	462	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.975	15659.594	9.579	104397.291	--	--	1.338	2.273	1.117	0.3961	0.2181	0.593	0	0	0.348	1.183	*
propionate	2017-10-05_036.lcd	HPLC_HF5.PlateA	HF5.PlateA-C02	Unknown	-----	18.593	1517	89	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.342	18.842	25029.405	5.993	166862.701	1.04	1.049	3.357	2.853	1.161	0.0527	0.0417	0.47	0.46	0.437	0.283	1.185	*
propionate	2017-10-05_037.lcd	HPLC_HF5.PlateA	HF5.PlateA-C03	Unknown	-----	18.59	2442	121	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.342	18.925	18482.973	8.116	123219.82	1.204	1.211	3.11	2.297	1.171	0.0969	0.0578	0.547	0.546	0.517	0.332	1.185	*
propionate	2017-10-05_038.lcd	HPLC_HF5.PlateA	HF5.PlateA-C04	Unknown	-----	18.596	7212	275	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.942	7285.935	20.588	48572.898	--	--	2.467	1.809	1.191	0.2644	0.13	0.871	0	0	0	1.185	*
propionate	2017-10-05_039.lcd	HPLC_HF5.PlateA	HF5.PlateA-C05	Unknown	-----	18.567	2771	160	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.325	18.85	23805.022	6.301	158700.145	1.115	1.12	3.249	1.805	1.187	0.0982	0.0748	0.481	0.484	0.457	0.287	1.183	*
propionate	2017-10-05_040.lcd	HPLC_HF5.PlateA	HF5.PlateA-C06	Unknown	-----	18.547	10316	458	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	18.25	18.975	15881.822	9.445	105878.814	--	--	0.666	2.266	1.035	0.4035	0.2165	0.589	0	0	0.342	1.182	*
propionate	2017-10-05_041.lcd	HPLC_HF5.PlateA	HF5.PlateA-C07	Unknown	-----	18.542	4822	276	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	18.292	18.858	23770.86	6.31	158472.399	--	--	0.978	2.27	1.035	0.1792	0.1281	0.481	0	0.484	0.285	1.182	*
propionate	2017-10-05_042.lcd	HPLC_HF5.PlateA	HF5.PlateA-C08	Unknown	-----	18.552	6631	335	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.958	18913.331	7.931	126088.871	1.215	1.205	3.194	1.972	1.183	0.2486	0.1569	0.54	0.604	0.552	0.319	1.183	*
propionate	2017-10-05_043.lcd	HPLC_HF5.PlateA	HF5.PlateA-C09	Unknown	-----	18.558	8368	417	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.275	18.967	18394.628	8.155	122630.853	1.257	1.241	3.184	1.971	1.181	0.334	0.1996	0.547	0.607	0.556	0.323	1.183	*
propionate	2017-10-05_044.lcd	HPLC_HF5.PlateA	HF5.PlateA-C10	Unknown	-----	18.544	11299	563	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.225	18.975	18254.002	8.217	121693.35	1.182	1.167	3.064	1.802	1.186	0.3996	0.2602	0.549	0.622	0.563	0.322	1.182	*
