"COMP_ID","PATHWAY.SORTORDER","BIOCHEMICAL","SUPERPATHWAY","SUBPATHWAY","PLATFORM","CHEMICAL_ID","RI","MASS","PUBCHEM","CAS","KEGG","HMDB","dir","dir_noFMT","dir_hFMT","dir_healthy"
2183,4272,"thymidine","Nucleotide","""Pyrimidine Metabolism, Thymine containing""","LC/MS Neg",872,1963.7,241.083,"5789","50-89-5","C00214","HMDB0000273","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
2342,287,"serotonin","Amino Acid","Tryptophan Metabolism","LC/MS Pos Early",504,2550,177.1022,"5202","153-98-0","C00780","HMDB0000259","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
2372,4245,"CMP","Nucleotide","""Pyrimidine Metabolism, Cytidine containing""","LC/MS Pos Early",282,835,324.0591,"6131","63-37-6","C00055","HMDB0000095","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
2730,635,"gamma-glutamylglutamine","Peptide","Gamma-glutamyl Amino Acid","LC/MS Pos Early",1140,1430,276.119,"150914","10148-81-9","C05283","HMDB0011738","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
2734,646,"gamma-glutamyltyrosine","Peptide","Gamma-glutamyl Amino Acid","LC/MS Pos Early",1102,2518,311.1238,"94340","7432-23-7","","HMDB0011741","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
2829,437,"N-formylmethionine","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Neg",194,1543.8,176.0387,"439750","4289-98-9","C03145","HMDB0001015","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
3127,4118,"hypoxanthine","Nucleotide","""Purine Metabolism, (Hypo)Xanthine/Inosine containing""","LC/MS Neg",171,1291.2,135.0312,"790;135398638","68-94-0","C00262","HMDB0000157","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
3141,7,"betaine","Amino Acid","""Glycine, Serine and Threonine Metabolism""","LC/MS Pos Early",799,1064,118.0863,"247","107-43-7","C00719","HMDB0000043","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
3147,4119,"xanthine","Nucleotide","""Purine Metabolism, (Hypo)Xanthine/Inosine containing""","LC/MS Pos Early",1004,1032,153.0407,"1188","69-89-6","C00385","HMDB0000292","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
3155,4236,"3-ureidopropionate","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","LC/MS Pos Early",1053,875,133.0608,"111","462-88-4","C02642","HMDB0000026","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
5086,6,"dimethylglycine","Amino Acid","""Glycine, Serine and Threonine Metabolism""","LC/MS Pos Early",806,1104,104.0706,"673","1118-68-9","C03626","HMDB0000092","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
5341,4417,"thiamin (Vitamin B1)","Cofactors and Vitamins","Thiamine Metabolism","LC/MS Pos Early",873,3050,265.1118,"1130","59-43-8","""DG00125,C00378,D08580""","HMDB0000235","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
6104,294,"tryptamine","Amino Acid","Tryptophan Metabolism","LC/MS Pos Early",1095,3062,161.1073,"1150","61-54-1","C00398","HMDB0000303","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
12023,4268,"TMP","Nucleotide","""Pyrimidine Metabolism, Thymine containing""","LC/MS Neg",1248,883,321.0493,"9700","33430-62-5","C00364","HMDB0001227","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
12125,1519,"behenate (22:0)*","Lipid","Long Chain Saturated Fatty Acid","LC/MS Neg",314,6745,339.3269,"8215","112-85-6","C08281","HMDB0000944","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
12129,363,"beta-hydroxyisovalerate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Polar",1442,1149.8,117.0557,"69362","625-08-1","","HMDB0000754","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
12142,154,"phenethylamine","Amino Acid","Phenylalanine Metabolism","LC/MS Pos Early",1207,3065,122.0964,"1001","64-04-0","C05332","HMDB0012275","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
12261,3487,"taurodeoxycholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",1668,5257.4,498.2895,"2733768","207737-97-1","C05463","HMDB0000896","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
12358,4387,"biopterin","Cofactors and Vitamins","Tetrahydrobiopterin Metabolism","LC/MS Neg",1548,1398,236.0789,"445040","22150-76-1","C06313","HMDB0000468","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15076,4125,"2'-deoxyinosine","Nucleotide","""Purine Metabolism, (Hypo)Xanthine/Inosine containing""","LC/MS Neg",100000135,1688,251.0786,"135398593","890-38-0","C05512","HMDB0000071","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15122,2841,"glycerol","Lipid","Glycerolipid Metabolism","LC/MS Neg",1254,758,91.0401,"753","56-81-5","C00116","HMDB0000131","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15130,5319,"diaminopimelate","Xenobiotics","Bacterial/Fungal","LC/MS Pos Early",100000115,2569,191.1026,"439283","1476-39-7;2577-62-0","""C0666,C00680""","HMDB0001370","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15136,4121,"xanthosine","Nucleotide","""Purine Metabolism, (Hypo)Xanthine/Inosine containing""","LC/MS Neg",100000299,1075,283.0684,"64959","146-80-5","C01762","HMDB0000299","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15140,267,"kynurenine","Amino Acid","Tryptophan Metabolism","LC/MS Pos Early",100000265,2739,209.0921,"161166","2922-83-0","C00328","HMDB0000684","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15142,19,"allo-threonine","Amino Acid","""Glycine, Serine and Threonine Metabolism""","LC/MS Polar",100000272,2511.1,118.051,"99289","28954-12-3","C05519","HMDB0004041","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15308,134,"cadaverine","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100000110,3036,103.123,"273","462-94-2;1476-39-7","C01672","HMDB0002322","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15443,1406,"glucuronate","Carbohydrate","Aminosugar Metabolism","LC/MS Polar",100000257,3233.3,193.0354,"441478;94715;23677976;65041;444791","207300-70-7","C16245","HMDB0000127","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15497,484,"argininosuccinate","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Pos Early",232,2745,291.1299,"60150382","156637-58-0","C03406","HMDB0000052","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15500,1932,"carnitine","Lipid","Carnitine Metabolism","LC/MS Pos Early",100000007,1978,162.1125,"288","461-05-2","""C00487,C00308""","HMDB0000062","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15506,2232,"choline","Lipid","Phospholipid Metabolism","LC/MS Pos Early",1256,1961,104.107,"305","67-48-1","C00114","HMDB0000097","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15581,1267,"xylose","Carbohydrate","Pentose Metabolism","LC/MS Polar",826,1727,195.051,"135191","609-06-3","C00181","HMDB0000098","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15587,1399,"fucose","Carbohydrate","Aminosugar Metabolism","LC/MS Polar",918,1626.4,209.0667,"19466;17106","2438-80-4","""C01019,C01018""","""HMDB0000174,HMDB0029196""","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15650,4151,"1-methyladenosine","Nucleotide","""Purine Metabolism, Adenine containing""","LC/MS Pos Early",1242,2120,282.1197,"27476","15763-06-1","C02494","HMDB0003331","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15667,4777,"2-isopropylmalate","Xenobiotics","Food Component/Plant","LC/MS Polar",100000409,2605,175.0612,"77","3237-44-3","C02504","HMDB0000402","Up in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
15676,394,"3-methyl-2-oxovalerate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Neg",100000036,2064.2,129.0557,"440877;439286","1460-34-0;51829-07-3","""C00671,C06008,C03465""","HMDB0000491","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15677,72,"3-methylhistidine","Amino Acid","Histidine Metabolism","LC/MS Pos Early",100000042,2670,170.0924,"64969","368-16-1","C01152","HMDB0000479","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15679,278,"xanthurenate","Amino Acid","Tryptophan Metabolism","LC/MS Pos Early",100000015,2236,206.0448,"5699","59-007","C02470","HMDB0000881","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
15681,563,"4-guanidinobutanoate","Amino Acid","Guanidino and Acetamido Metabolism","LC/MS Pos Early",100000096,2320,146.0924,"500","463-003;463-00-3","C01035","HMDB0003464","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15685,119,"5-hydroxylysine","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100000054,2790,163.1077,"3032849","13204-98-3","C16741","HMDB0000450","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15704,1673,"pimelate (C7-DC)","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Polar",100000101,2745,159.0663,"385","111-16-0","C02656","HMDB0000857","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15705,453,"cystathionine","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Pos Early",310,2270,223.0747,"439258","535-34-2","C02291","HMDB0000099","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15716,83,"imidazole lactate","Amino Acid","Histidine Metabolism","LC/MS Pos Early",100000263,2040,157.0608,"793","14403-45-3","C05568","HMDB0002320","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15720,47,"N-acetylglutamate","Amino Acid","Glutamate Metabolism","LC/MS Pos Early",100000282,1050,190.071,"70914","8/3/17","C00624","HMDB0001138","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15729,1456,"tricarballylate","Energy","TCA Cycle","LC/MS Neg",2053,578,175.0248,"14925","99-14-9","C19806","HMDB0031193","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
15730,1676,"suberate (C8-DC)","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Polar",100000016,2577.6,173.0819,"10457","505-48-6","C08278","HMDB0000893","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15741,1412,"N-acetyl-glucosamine 1-phosphate","Carbohydrate","Aminosugar Metabolism","LC/MS Polar",1212,4052,300.049,"440364","31281-59-1","C04256","HMDB0001367","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15745,410,"methylsuccinate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Polar",2051,2800,131.035,"10349","498-21-5","","HMDB0001844","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15747,87,"anserine","Amino Acid","Histidine Metabolism","LC/MS Pos Early",100000044,2924,241.1295,"112072","10030-52-1","C01262","HMDB0000194","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
15749,4571,"3-phenylpropionate (hydrocinnamate)","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100000010,2860,149.0608,"107","501-52-0","C05629","HMDB0000764","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15765,407,"ethylmalonate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Polar",2054,2785,131.035,"11756","601-75-2","","HMDB0000622","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15772,1262,"ribitol","Carbohydrate","Pentose Metabolism","LC/MS Polar",100000406,1789.6,151.0612,"6912","488-81-3","""C00532,C01904,C00474,C00379""","""HMDB0002917,HMDB0000508,HMDB0001851,HMDB0000568""","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
15778,4473,"benzoate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100000008,1750,121.0295,"243","65-85-0","C00180","HMDB0001870","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
15797,4331,"FMN","Cofactors and Vitamins","Riboflavin Metabolism","LC/MS Neg",100000251,2390,455.0973,"643976","130-40-5","C00061","HMDB0001520","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15798,4418,"thiamin monophosphate","Cofactors and Vitamins","Thiamine Metabolism","LC/MS Pos Early",523,2378,345.0781,"1131;3382778","532-40-1","C01081","HMDB0002666","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15872,1472,"malonate","Lipid","Fatty Acid Synthesis","LC/MS Polar",818,3447,103.0037,"867","141-82-2;26522-22-85-0","C00383","HMDB0000691","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
15949,4260,"2'-deoxycytidine","Nucleotide","""Pyrimidine Metabolism, Cytidine containing""","LC/MS Pos Early",100000125,2193,228.0979,"13711","951-77-9","C00881","HMDB0000014","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
15990,2236,"glycerophosphorylcholine (GPC)","Lipid","Phospholipid Metabolism","LC/MS Pos Early",100000269,672,258.1101,"71920","28319-77-9","C00670","HMDB0000086","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
17747,3159,"sphingosine","Lipid","Sphingosines","LC/MS Pos Late",297,1393,300.2897,"5280335","123-78-4","C00319","HMDB0000252","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
17769,3000,"sphinganine","Lipid","Sphingolipid Synthesis","LC/MS Pos Late",313,1413,302.3054,"3126","3102-56-5","C00836","HMDB0000269","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
17805,1570,"dihomolinoleate (20:2n6)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",1231,5730,307.2643,"6439848","2091-39-6","C16525","HMDB0005060","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
17945,1971,"2-hydroxystearate","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",1239,5695,299.2592,"69417;439885;439887","629-22-1","""C03045,C03042""","HMDB0062549","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
18245,637,"gamma-glutamylhistidine","Peptide","Gamma-glutamyl Amino Acid","LC/MS Pos Early",1235,2740,285.1194,"7017195","37460-15-4","","HMDB0029151","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
18280,219,"gentisate","Amino Acid","Tyrosine Metabolism","LC/MS Neg",100000447,1459.8,153.0193,"3469","490-79-9","C00628","HMDB0000152","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
18292,4488,"""3,4-dihydroxybenzoate""","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100000440,729,153.0193,"72","99-50-3","C00230","HMDB0001856","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
18319,136,"5-aminovalerate","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100000454,2220,118.0863,"138","660-88-8","C00431","HMDB0003355","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
18335,4902,"quinate","Xenobiotics","Food Component/Plant","LC/MS Polar",100000442,2432.9,191.0561,"6508","77-95-2","C00296","HMDB0003072","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
18349,298,"indolelactate","Amino Acid","Tryptophan Metabolism","LC/MS Neg",100000463,2286,204.0666,"92904","832-97-3","C02043","HMDB0000671","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
18354,1422,"N-acetylmuramate","Carbohydrate","Aminosugar Metabolism","LC/MS Neg",100000283,860,292.1038,"5462244","10597-89-4","C02713","HMDB0060493","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
18357,829,"glycylvaline","Peptide","Dipeptide","LC/MS Pos Early",100000487,2734,175.1077,"2724807","1963-21-9","","HMDB0028854","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
18362,1679,"azelate (C9-DC)","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",2029,1276,187.0976,"2266","123-99-9","C08261","HMDB0000784","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
18369,639,"gamma-glutamylleucine","Peptide","Gamma-glutamyl Amino Acid","LC/MS Pos Early",1268,2991,261.1445,"151023","2566-39-4","","HMDB0011171","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
18374,440,"methionine sulfoxide","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Pos Early",100000039,1272,166.0533,"158980","3226-65-1","C02989","HMDB0002005","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
18467,1560,"eicosapentaenoate (EPA; 20:5n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",2050,5450,301.2173,"446284","10-2005-9;10417-94-4","C06428","HMDB0001999","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
18476,3453,"glycocholate","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",342,5163,464.3018,"10140","475-31-0;863-57-0","C01921","HMDB0000138","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
18477,3485,"glycodeoxycholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100000436,5281,448.3068,"3035026","360-65-6","C05464","HMDB00631","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
18494,3461,"taurochenodeoxycholate","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",1629,5250,498.2895,"387316","6009-98-9","C05465","HMDB0000951","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
18497,3454,"taurocholate","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",1648,5150,514.2844,"46783527;6675","145-42-6","C05122","HMDB0000036","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
19130,2278,"""1,2-dipalmitoyl-GPC (16:0/16:0)""","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100000657,2450,734.5694,"452110","63-89-8","D03585","HMDB0000564","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
19258,2262,"1-myristoyl-2-palmitoyl-GPC (14:0/16:0)","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100000672,2250,706.5381,"129657","69525-80-0","","HMDB0007869","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
19263,2408,"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",1526,2600,718.5381,"5283496","26662-94-2","","HMDB0005320","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
19265,2505,"1-stearoyl-2-oleoyl-GPS (18:0/18:1)","Lipid","Phosphatidylserine (PS)","LC/MS Pos Late",100000639,3000,790.5593,"9547087","","","HMDB0010163","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
19324,2721,"1-stearoyl-GPI (18:0)","Lipid","Lysophospholipid","LC/MS Neg",100000656,5794,599.3202,"71581135;42607495","796963-93-4","","HMDB0240261","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
19503,3105,"stearoyl sphingomyelin (d18:1/18:0)","Lipid","Sphingomyelins","LC/MS Pos Late",1538,2450,731.6062,"6453725","85187-10-6;85187-10-6","C00550","HMDB0001348","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
20676,1671,"maleate","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Polar",100000707,2640,115.0037,"444266","110-16-7","C01384","HMDB0000176","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
20693,5203,"tartronate (hydroxymalonate)","Xenobiotics","Food Component/Plant","LC/MS Neg",100000840,610,118.9986,"45","80-69-3","C02287","HMDB0035227","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
20699,4892,"erythritol","Xenobiotics","Food Component/Plant","LC/MS Polar",100000846,1491,167.0561,"222285","149-32-6","C00503","HMDB0002994","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
21106,4256,"5-methylcytosine","Nucleotide","""Pyrimidine Metabolism, Cytidine containing""","LC/MS Pos Early",1049,2195,126.0662,"65040","58366-64-6","C02376","HMDB0002894","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
21127,2851,"1-palmitoylglycerol (16:0)","Lipid","Monoacylglycerol","LC/MS Neg",100000827,6550,255.2329,"14900","542-44-9","","HMDB0011564","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
21133,4483,"4-hydroxybenzoate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100000862,820,137.0244,"135","99-96-7","C00156","HMDB0000500","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
21150,5049,"sinapate","Xenobiotics","Food Component/Plant","LC/MS Neg",100000869,1973,223.0612,"637775","530-59-6","C00482","HMDB0032616","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
21177,4828,"caffeate","Xenobiotics","Food Component/Plant","LC/MS Neg",100000914,1165,179.035,"689043","331-39-5","C01197","HMDB0001964","Down in cleared","Down in mFMT","Up in mFMT","Up in mFMT"
