description	category
PWY-8407	Secondary-Metabolite-Biosynthesis
PWY-7059	Secondary-Metabolite-Biosynthesis
PWY-7542	Secondary-Metabolite-Biosynthesis
PWY-7526	Secondary-Metabolite-Biosynthesis
PWY-7525	Secondary-Metabolite-Biosynthesis
PWY-5975	Secondary-Metabolite-Biosynthesis
PWY-8437	Secondary-Metabolite-Biosynthesis
PWY-7672	Secondary-Metabolite-Biosynthesis
PWY-7670	Secondary-Metabolite-Biosynthesis
PWY-7673	Secondary-Metabolite-Biosynthesis
PWY-6659	Secondary-Metabolite-Biosynthesis
PWY-7752	Secondary-Metabolite-Biosynthesis
PWY-5748	Secondary-Metabolite-Biosynthesis
PWY-7025	Secondary-Metabolite-Biosynthesis
PWY-5950	Secondary-Metabolite-Biosynthesis
PWY-5829	Secondary-Metabolite-Biosynthesis
PWY-8176	Secondary-Metabolite-Biosynthesis
PWY-7697	Secondary-Metabolite-Biosynthesis
PWY-5733	Secondary-Metabolite-Biosynthesis
PWY-8077	Secondary-Metabolite-Biosynthesis
PWY-5672	Secondary-Metabolite-Biosynthesis
PWY-7533	Secondary-Metabolite-Biosynthesis
PWY-7534	Secondary-Metabolite-Biosynthesis
PWYQT-4471	Secondary-Metabolite-Biosynthesis
PWYQT-4475	Secondary-Metabolite-Biosynthesis
PWY-1187	Secondary-Metabolite-Biosynthesis
PWYQT-4474	Secondary-Metabolite-Biosynthesis
PWY-2821	Secondary-Metabolite-Biosynthesis
PWYQT-4473	Secondary-Metabolite-Biosynthesis
PWYQT-4472	Secondary-Metabolite-Biosynthesis
PWY-601	Secondary-Metabolite-Biosynthesis
PWY-7901	Secondary-Metabolite-Biosynthesis
PWY-7066	Secondary-Metabolite-Biosynthesis
PWY-5773	Secondary-Metabolite-Biosynthesis
PWY-6003	Secondary-Metabolite-Biosynthesis
PWY-5467	Secondary-Metabolite-Biosynthesis
PWY-8326	Secondary-Metabolite-Biosynthesis
PWY-7653	Secondary-Metabolite-Biosynthesis
PWY-7153	Secondary-Metabolite-Biosynthesis
PWY-7693	Secondary-Metabolite-Biosynthesis
PWY-7957	Secondary-Metabolite-Biosynthesis
PWY-7714	Secondary-Metabolite-Biosynthesis
PWY-8360	Secondary-Metabolite-Biosynthesis
PWY-5827	Secondary-Metabolite-Biosynthesis
PWY-7690	Secondary-Metabolite-Biosynthesis
PWY-7910	Secondary-Metabolite-Biosynthesis
PWY-7072	Secondary-Metabolite-Biosynthesis
PWY-6448	Secondary-Metabolite-Biosynthesis
PWY-5473	Secondary-Metabolite-Biosynthesis
PWY-5474	Secondary-Metabolite-Biosynthesis
PWY-5925	Secondary-Metabolite-Biosynthesis
PWY-8367	Secondary-Metabolite-Biosynthesis
PWY-5808	Secondary-Metabolite-Biosynthesis
PWY-8442	Secondary-Metabolite-Biosynthesis
PWY-5826	Secondary-Metabolite-Biosynthesis
PWY-8158	Secondary-Metabolite-Biosynthesis
PWY-6068	Secondary-Metabolite-Biosynthesis
PWY-6069	Secondary-Metabolite-Biosynthesis
PWY-7770	Secondary-Metabolite-Biosynthesis
PWY-5629	Secondary-Metabolite-Biosynthesis
PWY-5422	Secondary-Metabolite-Biosynthesis
PWY-7391	Secondary-Metabolite-Biosynthesis
PWY-7938	Secondary-Metabolite-Biosynthesis
PWY-7941	Secondary-Metabolite-Biosynthesis
PWY-6679	Secondary-Metabolite-Biosynthesis
PWY-6345	Secondary-Metabolite-Biosynthesis
PWY-8080	Secondary-Metabolite-Biosynthesis
PWY-5978	Secondary-Metabolite-Biosynthesis
PWY8J2-22	Secondary-Metabolite-Biosynthesis
PWY-6645	Secondary-Metabolite-Biosynthesis
PWY18C3-18	Secondary-Metabolite-Biosynthesis
PWY-5828	Secondary-Metabolite-Biosynthesis
PWY-5175	Secondary-Metabolite-Biosynthesis
PWY-7265	Secondary-Metabolite-Biosynthesis
PWY-1	Secondary-Metabolite-Biosynthesis
PWY-7940	Secondary-Metabolite-Biosynthesis
PWY-8343	Secondary-Metabolite-Biosynthesis
PWY-8370	Secondary-Metabolite-Biosynthesis
PWY-8081	Secondary-Metabolite-Biosynthesis
PWY-5412	Secondary-Metabolite-Biosynthesis
PWY-7182	Secondary-Metabolite-Biosynthesis
PWY-3022	Secondary-Metabolite-Biosynthesis
PWY-6955	Secondary-Metabolite-Biosynthesis
PWY66-392	Secondary-Metabolite-Biosynthesis
PWY-7572	Secondary-Metabolite-Biosynthesis
PWY-5990	Secondary-Metabolite-Biosynthesis
PWY-5468	Secondary-Metabolite-Biosynthesis
PWY-112	Secondary-Metabolite-Biosynthesis
PWY-5132	Secondary-Metabolite-Biosynthesis
PWY-5947	Secondary-Metabolite-Biosynthesis
PWY-7708	Secondary-Metabolite-Biosynthesis
PWY-5876	Secondary-Metabolite-Biosynthesis
PWY-8345	Secondary-Metabolite-Biosynthesis
PWY-6109	Secondary-Metabolite-Biosynthesis
PWY-7531	Secondary-Metabolite-Biosynthesis
PWY-8449	Secondary-Metabolite-Biosynthesis
PWY-8356	Secondary-Metabolite-Biosynthesis
PWY-6005	Secondary-Metabolite-Biosynthesis
PWY-7109	Secondary-Metabolite-Biosynthesis
PWY-7607	Secondary-Metabolite-Biosynthesis
PWY-3061	Secondary-Metabolite-Biosynthesis
PWY-7614	Secondary-Metabolite-Biosynthesis
PWY-7721	Secondary-Metabolite-Biosynthesis
PWY-6913	Secondary-Metabolite-Biosynthesis
NONMEVIPP-PWY	Secondary-Metabolite-Biosynthesis
PWY-7560	Secondary-Metabolite-Biosynthesis
PWY-7422	Secondary-Metabolite-Biosynthesis
PWY-922	Secondary-Metabolite-Biosynthesis
PWY-6174	Secondary-Metabolite-Biosynthesis
PWY-7524	Secondary-Metabolite-Biosynthesis
PWY-8125	Secondary-Metabolite-Biosynthesis
PWY-8119	Secondary-Metabolite-Biosynthesis
PWY-8387	Secondary-Metabolite-Biosynthesis
PWY-4985	Secondary-Metabolite-Biosynthesis
PWY-7045	Secondary-Metabolite-Biosynthesis
PWY-8039	Secondary-Metabolite-Biosynthesis
PWY-8482	Secondary-Metabolite-Biosynthesis
PWY-7477	Secondary-Metabolite-Biosynthesis
PWY18C3-8	Secondary-Metabolite-Biosynthesis
PWY-5270	Secondary-Metabolite-Biosynthesis
PWY-8012	Secondary-Metabolite-Biosynthesis
PWY-7412	Secondary-Metabolite-Biosynthesis
PWY185E-1	Secondary-Metabolite-Biosynthesis
PWY-7236	Secondary-Metabolite-Biosynthesis
PWY-8383	Secondary-Metabolite-Biosynthesis
PWY-6279	Secondary-Metabolite-Biosynthesis
PWY-8071	Secondary-Metabolite-Biosynthesis
PWY-5388	Secondary-Metabolite-Biosynthesis
PWY-7861	Secondary-Metabolite-Biosynthesis
PWY-7463	Secondary-Metabolite-Biosynthesis
PWY-8038	Secondary-Metabolite-Biosynthesis
PWY-7421	Secondary-Metabolite-Biosynthesis
PWY-5413	Secondary-Metabolite-Biosynthesis
PWY-7016	Secondary-Metabolite-Biosynthesis
PWY-6919	Secondary-Metabolite-Biosynthesis
PWY-7608	Secondary-Metabolite-Biosynthesis
PWY-6809	Secondary-Metabolite-Biosynthesis
PWY-8069	Secondary-Metabolite-Biosynthesis
PWY-8177	Secondary-Metabolite-Biosynthesis
PWY-6681	Secondary-Metabolite-Biosynthesis
PWY-6287	Secondary-Metabolite-Biosynthesis
PWY-5316	Secondary-Metabolite-Biosynthesis
PWY-8295	Secondary-Metabolite-Biosynthesis
PWY-7713	Secondary-Metabolite-Biosynthesis
PWY-7797	Secondary-Metabolite-Biosynthesis
PWY-7138	Secondary-Metabolite-Biosynthesis
PWY-7175	Secondary-Metabolite-Biosynthesis
PWY-7604	Secondary-Metabolite-Biosynthesis
PWY-7287	Secondary-Metabolite-Biosynthesis
PWY-7624	Secondary-Metabolite-Biosynthesis
PWY-8116	Secondary-Metabolite-Biosynthesis
PWY-7591	Secondary-Metabolite-Biosynthesis
PWY-6971	Secondary-Metabolite-Biosynthesis
PWY-7069	Secondary-Metabolite-Biosynthesis
PWY-5423	Secondary-Metabolite-Biosynthesis
PWY-5425	Secondary-Metabolite-Biosynthesis
PWY-7105	Secondary-Metabolite-Biosynthesis
PWY-7720	Secondary-Metabolite-Biosynthesis
PWY-7489	Secondary-Metabolite-Biosynthesis
PWY-7478	Secondary-Metabolite-Biosynthesis
PWY-7481	Secondary-Metabolite-Biosynthesis
PWY-5660	Secondary-Metabolite-Biosynthesis
PWY-7955	Secondary-Metabolite-Biosynthesis
PWY-5470	Secondary-Metabolite-Biosynthesis
PWY-8055	Secondary-Metabolite-Biosynthesis
PWY-5414	Secondary-Metabolite-Biosynthesis
PWY-7363	Secondary-Metabolite-Biosynthesis
PWY-7014	Secondary-Metabolite-Biosynthesis
PWY-7022	Secondary-Metabolite-Biosynthesis
PWY-7018	Secondary-Metabolite-Biosynthesis
PWY-7492	Secondary-Metabolite-Biosynthesis
PWY-6258	Secondary-Metabolite-Biosynthesis
PWY-7490	Secondary-Metabolite-Biosynthesis
PWY-7493	Secondary-Metabolite-Biosynthesis
PWY-8049	Secondary-Metabolite-Biosynthesis
PWY-7716	Secondary-Metabolite-Biosynthesis
PWY-5630	Secondary-Metabolite-Biosynthesis
PWY-8389	Secondary-Metabolite-Biosynthesis
PWY-12	Secondary-Metabolite-Biosynthesis
PWY-6915	Secondary-Metabolite-Biosynthesis
PWY-8355	Secondary-Metabolite-Biosynthesis
PWY-7600	Secondary-Metabolite-Biosynthesis
PWY-6436	Secondary-Metabolite-Biosynthesis
PWY-6289	Secondary-Metabolite-Biosynthesis
PWY-5770	Secondary-Metabolite-Biosynthesis
PWY-6438	Secondary-Metabolite-Biosynthesis
PWY-7917	Secondary-Metabolite-Biosynthesis
PWY-7769	Secondary-Metabolite-Biosynthesis
PWY-6322	Secondary-Metabolite-Biosynthesis
PWY-7484	Secondary-Metabolite-Biosynthesis
PWY-5107	Secondary-Metabolite-Biosynthesis
PWY-5063	Secondary-Metabolite-Biosynthesis
PWY-5752	Secondary-Metabolite-Biosynthesis
PWY-8179	Secondary-Metabolite-Biosynthesis
PWY-6691	Secondary-Metabolite-Biosynthesis
PWY-6314	Secondary-Metabolite-Biosynthesis
PWY-8478	Secondary-Metabolite-Biosynthesis
PWY-7441	Secondary-Metabolite-Biosynthesis
PWY-6703	Secondary-Metabolite-Biosynthesis
PWY-7547	Secondary-Metabolite-Biosynthesis
PWY-5707	Secondary-Metabolite-Biosynthesis
PWY-8357	Secondary-Metabolite-Biosynthesis
PWY-7824	Secondary-Metabolite-Biosynthesis
PWY-7983	Secondary-Metabolite-Biosynthesis
PWY-7936	Secondary-Metabolite-Biosynthesis
PWY8J2-20	Secondary-Metabolite-Biosynthesis
PWY-5929	Secondary-Metabolite-Biosynthesis
PWY-6378	Secondary-Metabolite-Biosynthesis
PWY-6408	Secondary-Metabolite-Biosynthesis
PWY-6666	Secondary-Metabolite-Biosynthesis
PWY-6409	Secondary-Metabolite-Biosynthesis
PWY-6926	Secondary-Metabolite-Biosynthesis
PWY-6831	Secondary-Metabolite-Biosynthesis
PWY-8450	Secondary-Metabolite-Biosynthesis
PWY-7705	Secondary-Metabolite-Biosynthesis
PWY-7734	Secondary-Metabolite-Biosynthesis
PWY-5393	Secondary-Metabolite-Biosynthesis
PWY-6324	Secondary-Metabolite-Biosynthesis
PWY66-397	Secondary-Metabolite-Biosynthesis
PWY-7960	Secondary-Metabolite-Biosynthesis
PWY-761	Secondary-Metabolite-Biosynthesis
PWY-7906	Secondary-Metabolite-Biosynthesis
PWY-7510	Secondary-Metabolite-Biosynthesis
PWY-7015	Secondary-Metabolite-Biosynthesis
PWY-6923	Secondary-Metabolite-Biosynthesis
PWY-5984	Secondary-Metabolite-Biosynthesis
PWY-7605	Secondary-Metabolite-Biosynthesis
PWY-7677	Secondary-Metabolite-Biosynthesis
PWY-7863	Secondary-Metabolite-Biosynthesis
PWY-5815	Secondary-Metabolite-Biosynthesis
PWY-8301	Secondary-Metabolite-Biosynthesis
PWY-7671	Secondary-Metabolite-Biosynthesis
PWY-6802	Secondary-Metabolite-Biosynthesis
PWY-8037	Secondary-Metabolite-Biosynthesis
PWY-6627	Secondary-Metabolite-Biosynthesis
PWY-8023	Secondary-Metabolite-Biosynthesis
PWY-6721	Secondary-Metabolite-Biosynthesis
PWY-5287	Secondary-Metabolite-Biosynthesis
PWY-6254	Secondary-Metabolite-Biosynthesis
PWY-6836	Secondary-Metabolite-Biosynthesis
PWY-5756	Secondary-Metabolite-Biosynthesis
PWY-5759	Secondary-Metabolite-Biosynthesis
PWY-5774	Secondary-Metabolite-Biosynthesis
PWY-7946	Secondary-Metabolite-Biosynthesis
PWY-7702	Secondary-Metabolite-Biosynthesis
PWY-5290	Secondary-Metabolite-Biosynthesis
PWY-6294	Secondary-Metabolite-Biosynthesis
PWY-6852	Secondary-Metabolite-Biosynthesis
PWY-8366	Secondary-Metabolite-Biosynthesis
PWY-2961	Secondary-Metabolite-Biosynthesis
PWY-7751	Secondary-Metabolite-Biosynthesis
PWY-8379	Secondary-Metabolite-Biosynthesis
PWY-8064	Secondary-Metabolite-Biosynthesis
PWY18C3-2	Secondary-Metabolite-Biosynthesis
PWY18C3-4	Secondary-Metabolite-Biosynthesis
PWY-5203	Secondary-Metabolite-Biosynthesis
PWY-8034	Secondary-Metabolite-Biosynthesis
PWY-6442	Secondary-Metabolite-Biosynthesis
PWY-6286	Secondary-Metabolite-Biosynthesis
PWY-7100	Secondary-Metabolite-Biosynthesis
PWY-6581	Secondary-Metabolite-Biosynthesis
PWY-7990	Secondary-Metabolite-Biosynthesis
PWY-8008	Secondary-Metabolite-Biosynthesis
PWY-8007	Secondary-Metabolite-Biosynthesis
PWY-5875	Secondary-Metabolite-Biosynthesis
PWY-6346	Secondary-Metabolite-Biosynthesis
PWY-7736	Secondary-Metabolite-Biosynthesis
PWY-7603	Secondary-Metabolite-Biosynthesis
PWY-5956	Secondary-Metabolite-Biosynthesis
PWY-7070	Secondary-Metabolite-Biosynthesis
PWY-7687	Secondary-Metabolite-Biosynthesis
PWY-5940	Secondary-Metabolite-Biosynthesis
PWY1A0-6120	Secondary-Metabolite-Biosynthesis
PWY-8035	Secondary-Metabolite-Biosynthesis
PWY-8298	Secondary-Metabolite-Biosynthesis
PWY-8216	Secondary-Metabolite-Biosynthesis
PWY-8381	Secondary-Metabolite-Biosynthesis
PWY-6280	Secondary-Metabolite-Biosynthesis
PWY-7730	Secondary-Metabolite-Biosynthesis
PWY-7954	Secondary-Metabolite-Biosynthesis
PWY-5331	Secondary-Metabolite-Biosynthesis
PWY-7850	Secondary-Metabolite-Biosynthesis
PWY-8359	Secondary-Metabolite-Biosynthesis
PWY-7088	Secondary-Metabolite-Biosynthesis
PWY-7114	Secondary-Metabolite-Biosynthesis
PWY-7561	Secondary-Metabolite-Biosynthesis
PWY-5930	Secondary-Metabolite-Biosynthesis
PWY-7485	Secondary-Metabolite-Biosynthesis
PWY-7812	Secondary-Metabolite-Biosynthesis
PWY-5002	Secondary-Metabolite-Biosynthesis
PWY-5992	Secondary-Metabolite-Biosynthesis
PWY-5039	Secondary-Metabolite-Biosynthesis
PWY-5040	Secondary-Metabolite-Biosynthesis
PWY-8481	Secondary-Metabolite-Biosynthesis
PWY-7737	Secondary-Metabolite-Biosynthesis
PWY-7991	Secondary-Metabolite-Biosynthesis
PWY-6720	Secondary-Metabolite-Biosynthesis
PWY-6475	Secondary-Metabolite-Biosynthesis
PWY-5410	Secondary-Metabolite-Biosynthesis
PWY-6447	Secondary-Metabolite-Biosynthesis
PWY-5110	Secondary-Metabolite-Biosynthesis
PWY-5317	Secondary-Metabolite-Biosynthesis
PWY-7660	Secondary-Metabolite-Biosynthesis
PWY-7821	Secondary-Metabolite-Biosynthesis
PWY-7415	Secondary-Metabolite-Biosynthesis
PWY-7068	Secondary-Metabolite-Biosynthesis
PWY-6291	Secondary-Metabolite-Biosynthesis
PWY-5818	Secondary-Metabolite-Biosynthesis
PWY-8336	Secondary-Metabolite-Biosynthesis
PWY-7987	Secondary-Metabolite-Biosynthesis
PWY-5955	Secondary-Metabolite-Biosynthesis
PWY-5292	Secondary-Metabolite-Biosynthesis
PWY-7040	Secondary-Metabolite-Biosynthesis
PWY-7704	Secondary-Metabolite-Biosynthesis
PWY-7659	Secondary-Metabolite-Biosynthesis
PWY-5021	Secondary-Metabolite-Biosynthesis
PWY-6407	Secondary-Metabolite-Biosynthesis
PWY-6888	Secondary-Metabolite-Biosynthesis
PWY-5944	Secondary-Metabolite-Biosynthesis
PWY-6265	Secondary-Metabolite-Biosynthesis
PWY-7694	Secondary-Metabolite-Biosynthesis
PWY-5957	Secondary-Metabolite-Biosynthesis
PWY-3181	Secondary-Metabolite-Biosynthesis
PWY-5380	Secondary-Metabolite-Biosynthesis
PWY-5379	Secondary-Metabolite-Biosynthesis
PWY-3041	Secondary-Metabolite-Biosynthesis
PWY-7351	Secondary-Metabolite-Biosynthesis
PWY-695	Secondary-Metabolite-Biosynthesis
PWY4FS-17	Secondary-Metabolite-Biosynthesis
PWY-6653	Secondary-Metabolite-Biosynthesis
PWY-5032	Secondary-Metabolite-Biosynthesis
PWY-5034	Secondary-Metabolite-Biosynthesis
PWY-5070	Secondary-Metabolite-Biosynthesis
PWY-5036	Secondary-Metabolite-Biosynthesis
PWY-5035	Secondary-Metabolite-Biosynthesis
PWY-5047	Secondary-Metabolite-Biosynthesis
PWY-7232	Secondary-Metabolite-Biosynthesis
PWY-7410	Secondary-Metabolite-Biosynthesis
PWY-735	Secondary-Metabolite-Biosynthesis
PWY-6575	Secondary-Metabolite-Biosynthesis
PWY-6650	Secondary-Metabolite-Biosynthesis
PWY-6585	Secondary-Metabolite-Biosynthesis
PWY-5052	Secondary-Metabolite-Biosynthesis
PWY-5053	Secondary-Metabolite-Biosynthesis
PWY-7943	Secondary-Metabolite-Biosynthesis
PWY-7949	Secondary-Metabolite-Biosynthesis
PWY-5835	Secondary-Metabolite-Biosynthesis
PWY-5945	Secondary-Metabolite-Biosynthesis
PWY-8238	Secondary-Metabolite-Biosynthesis
PWY-8239	Secondary-Metabolite-Biosynthesis
PWY-8028	Secondary-Metabolite-Biosynthesis
PWY-5670	Secondary-Metabolite-Biosynthesis
PWY-2541	Secondary-Metabolite-Biosynthesis
PWY-8240	Secondary-Metabolite-Biosynthesis
PWY-7637	Secondary-Metabolite-Biosynthesis
PWY-7696	Secondary-Metabolite-Biosynthesis
PWY-5406	Secondary-Metabolite-Biosynthesis
PWY-7251	Secondary-Metabolite-Biosynthesis
PWY18C3-11	Secondary-Metabolite-Biosynthesis
PWY18C3-10	Secondary-Metabolite-Biosynthesis
PWY-5134	Secondary-Metabolite-Biosynthesis
PWY-7419	Secondary-Metabolite-Biosynthesis
PWY-7667	Secondary-Metabolite-Biosynthesis
PWY-7668	Secondary-Metabolite-Biosynthesis
PWY-8156	Secondary-Metabolite-Biosynthesis
PWY-7071	Secondary-Metabolite-Biosynthesis
PWY-5121	Secondary-Metabolite-Biosynthesis
PWY-5910	Secondary-Metabolite-Biosynthesis
PWY-5903	Secondary-Metabolite-Biosynthesis
PWY-7393	Secondary-Metabolite-Biosynthesis
ENTBACSYN-PWY	Secondary-Metabolite-Biosynthesis
PWY-6270	Secondary-Metabolite-Biosynthesis
PWY-7000	Secondary-Metabolite-Biosynthesis
PWY-6887	Secondary-Metabolite-Biosynthesis
PWY18C3-12	Secondary-Metabolite-Biosynthesis
PWY18C3-17	Secondary-Metabolite-Biosynthesis
PWY-5961	Secondary-Metabolite-Biosynthesis
PWY-6176	Secondary-Metabolite-Biosynthesis
PWY-7476	Secondary-Metabolite-Biosynthesis
PWY-4161	Secondary-Metabolite-Biosynthesis
PWY-5405	Secondary-Metabolite-Biosynthesis
PWY-7020	Secondary-Metabolite-Biosynthesis
PWY-7575	Secondary-Metabolite-Biosynthesis
CAROTENOID-PWY	Secondary-Metabolite-Biosynthesis
PWY-5416	Secondary-Metabolite-Biosynthesis
PWY-6503	Secondary-Metabolite-Biosynthesis
PWY-6977	Secondary-Metabolite-Biosynthesis
PWY-6975	Secondary-Metabolite-Biosynthesis
PWY18C3-14	Secondary-Metabolite-Biosynthesis
PWY18C3-6	Secondary-Metabolite-Biosynthesis
PWY-7341	Secondary-Metabolite-Biosynthesis
PWY2OL-4	Secondary-Metabolite-Biosynthesis
PWY-5433	Secondary-Metabolite-Biosynthesis
PWY-7110	Secondary-Metabolite-Biosynthesis
PWY-7021	Secondary-Metabolite-Biosynthesis
PWY-7342	Secondary-Metabolite-Biosynthesis
PWY-8369	Secondary-Metabolite-Biosynthesis
PWY-5424	Secondary-Metabolite-Biosynthesis
PWY-5634	Secondary-Metabolite-Biosynthesis
PWY-6662	Secondary-Metabolite-Biosynthesis
PWY-5993	Secondary-Metabolite-Biosynthesis
PWY-7609	Secondary-Metabolite-Biosynthesis
PWY-7809	Secondary-Metabolite-Biosynthesis
PWY-13	Secondary-Metabolite-Biosynthesis
PWY-7392	Secondary-Metabolite-Biosynthesis
PWY-5942	Secondary-Metabolite-Biosynthesis
PWY-6374	Secondary-Metabolite-Biosynthesis
CHLOROPHYLL-SYN	Secondary-Metabolite-Biosynthesis
PWY-5531	Secondary-Metabolite-Biosynthesis
PWY-7159	Secondary-Metabolite-Biosynthesis
PWY-5526	Secondary-Metabolite-Biosynthesis
PWY-7762	Secondary-Metabolite-Biosynthesis
PWY-7759	Secondary-Metabolite-Biosynthesis
PWY-7758	Secondary-Metabolite-Biosynthesis
PWY-7760	Secondary-Metabolite-Biosynthesis
PWY-5086	Secondary-Metabolite-Biosynthesis
PWY-5064	Secondary-Metabolite-Biosynthesis
PWY-7764	Secondary-Metabolite-Biosynthesis
PWY-8126	Secondary-Metabolite-Biosynthesis
PWY-8127	Secondary-Metabolite-Biosynthesis
PWY-5068	Secondary-Metabolite-Biosynthesis
PWY-5529	Secondary-Metabolite-Biosynthesis
PWY-6806	Secondary-Metabolite-Degradation
PWY-7615	Secondary-Metabolite-Degradation
PWY-5267	Secondary-Metabolite-Degradation
PWY-5922	Secondary-Metabolite-Degradation
PWY-5927	Secondary-Metabolite-Degradation
P601-PWY	Secondary-Metabolite-Degradation
PWY-6989	Secondary-Metabolite-Degradation
6-HYDROXYCINEOLE-DEGRADATION-PWY	Secondary-Metabolite-Degradation
PWY-6995	Secondary-Metabolite-Degradation
PWY18C3-5	Secondary-Metabolite-Degradation
PWY-6011	Secondary-Metabolite-Degradation
PWY0-1569	Secondary-Metabolite-Degradation
PWY-7136	Secondary-Metabolite-Degradation
PWY-5461	Secondary-Metabolite-Degradation
PWY-7102	Secondary-Metabolite-Degradation
PWY-6552	Secondary-Metabolite-Degradation
PWY-6553	Secondary-Metabolite-Degradation
PWY-6538	Secondary-Metabolite-Degradation
PWY-6633	Secondary-Metabolite-Degradation
PWY-8446	Secondary-Metabolite-Degradation
PWY-6672	Secondary-Metabolite-Degradation
PWY-6670	Secondary-Metabolite-Degradation
PWY0-1527	Secondary-Metabolite-Degradation
PWY-6996	Secondary-Metabolite-Degradation
PWY-5976	Secondary-Metabolite-Degradation
PWY-7652	Secondary-Metabolite-Degradation
PWY-6678	Secondary-Metabolite-Degradation
PWY-6411	Secondary-Metabolite-Degradation
PWY-6412	Secondary-Metabolite-Degradation
PWY-6413	Secondary-Metabolite-Degradation
PWY-7635	Secondary-Metabolite-Degradation
PWY-31	Secondary-Metabolite-Degradation
PWY-8419	Secondary-Metabolite-Degradation
PWY-5923	Secondary-Metabolite-Degradation
PWY-5924	Secondary-Metabolite-Degradation
PWY-6526	Secondary-Metabolite-Degradation
PWY-8029	Secondary-Metabolite-Degradation
PWY-3121	Secondary-Metabolite-Degradation
PWY-7091	Secondary-Metabolite-Degradation
PWY-6002	Secondary-Metabolite-Degradation
PWY-7445	Secondary-Metabolite-Degradation
PWY-7092	Secondary-Metabolite-Degradation
NOPALINEDEG-PWY	Secondary-Metabolite-Degradation
OCTOPINEDEG-PWY	Secondary-Metabolite-Degradation
PWY-8118	Secondary-Metabolite-Degradation
PWY-8445	Secondary-Metabolite-Degradation
PWY-7133	Secondary-Metabolite-Degradation
PWY-6848	Secondary-Metabolite-Degradation
PWY-7134	Secondary-Metabolite-Degradation
PWY-8302	Secondary-Metabolite-Degradation
PWY-8022	Secondary-Metabolite-Degradation
PWY-7089	Secondary-Metabolite-Degradation
PWY-6999	Secondary-Metabolite-Degradation
PWY-7093	Secondary-Metabolite-Degradation
PWY-6684	Secondary-Metabolite-Degradation
PWYQT-4476	Secondary-Metabolite-Degradation
PWYQT-4477	Secondary-Metabolite-Degradation
PWY-7642	Secondary-Metabolite-Degradation
PWY-7640	Secondary-Metabolite-Degradation
PWY-5271	Secondary-Metabolite-Degradation
PWY-5272	Secondary-Metabolite-Degradation
PWY-6632	Secondary-Metabolite-Degradation
PWY-7216	Storage-Compounds-Biosynthesis
PWY-7052	Storage-Compounds-Biosynthesis
PWY2PN3-13	Storage-Compounds-Biosynthesis
PWY1-3	Storage-Compounds-Biosynthesis
PWY-6657	Storage-Compounds-Biosynthesis
PWY-7218	Storage-Compounds-Biosynthesis
PWY-6146	Other
PWY-6544	Other
ALL-CHORISMATE-PWY	Other
PWY-6266	Other
PWY-5717	Other
FUC-RHAMCAT-PWY	Other
PWY-7537	Other
PWY-6234	Other
PWY-5991	Other
PWY4FS-5	Other
PWY-8473	Other
PWY-7715	Other
PWY-5917	Tetrapyrrole-Biosynthesis
PWY-5915	Tetrapyrrole-Biosynthesis
PWY-7580	Tetrapyrrole-Biosynthesis
PWY-7579	Tetrapyrrole-Biosynthesis
PWY-7578	Tetrapyrrole-Biosynthesis
PWY-7170	Tetrapyrrole-Biosynthesis
PWY-5297	Tetrapyrrole-Biosynthesis
PWY-5194	Tetrapyrrole-Biosynthesis
PWY-5188	Tetrapyrrole-Biosynthesis
PWY-5189	Tetrapyrrole-Biosynthesis
PWY-6549	Transport-Pathways
PWY-7112	
PWY66-432	
PWY-7886	
PWY-3821	
PWY-6646	
PWY-6997	
PWY-6842	
PWY-6841	
PWY1G-1	
PWY-6745	
PWY-8469	
